id,question,answer,category,tags,alt_questions,img_keys
109_chunk_00,quy trình làm nhãn riêng gồm những bước chính nào?,"Quy trình làm nhãn riêng gồm 8 bước: 1) Nhận lệnh in (T4 + T7); 2) Lên đơn hàng; 3) Kinh doanh và kế toán kiểm tra đơn hàng; 4) Trình ký (T4 + T7); 5) Gửi đơn hàng cho nhà in; 6) Duyệt in; 7) Theo dõi tiến độ nhãn về; 8) Kho kiểm tra nhãn và nhập kho. 1. NHẬN LỆNH IN: Nhận lệnh in từ CSKH C1 (BMC), C2 (Phúc Thịnh) vào thứ 4 và thứ 7 hàng tuần trên nhóm ĐẶT IN NHÃN RIÊNG Lệnh in thứ 4 > trình ký thứ 7 Lệnh in thứ 7 > trình ký thứ 4In 3 bản lệnh in: + dùng để in nhãn + dùng để tạo mã + dùng để kiểm tra tồn kho (gửi kho vật tư) 2. LÊN ĐƠN HÀNG Các Bước Lên Đơn Hàng: 2.1 In Nhãn PHÂN BIỆT TRẠNG THÁI IN TRÊN LỆNH IN In tái bản: in thiết kế đã từng in trước đó In tái bản có chỉnh sửa: thiết kế đã từng được in, nhưng khách hàng có điều chỉnh 1 số chi tiết nhỏ. Ví dụ: tên hiệu, hình ảnh, đvpp hoặc một số thông tin trên nhãn,… mà không làm thay đổi quá nhiều> trường hợp nếu khách muốn thay đổi tên thương mại > đó là thiết kế mới > lưu ý: khi thiết kế chỉnh sửa đã chốt > thì không còn lưu thiết kế cũ Thiết kế mới: là thiết kế mới được thiết kế chưa in lần nào, không có mã vật tư In thiết kế tái bản: dựa vào thư mục nhãn trên đường dẫn NAS của vật tư In tái bản có chỉnh sửa + In thiết kế mới: lên nhóm khách hàng kiểm tra nhãn khách đã chốt > gửi hình ảnh vào nhóm thêm ô tích > thiết kế thêm ô tích xong > lưu vào thư mục NAS và in nhãn  2.2 check Nhãn Dựa vào thông tin của giấy đăng kí và công bố hợp quy  > Kiểm tra nhãn theo 20 mục (ô tích sau):  1.Tên thương mại 2.Hoạt chất hàm lượng 3.Số đăng ký  4. Số hợp quy: Cần lưu ý thời hạn của giấy hợp quy. Giấy hợp quy khi được đăng ký mới sẽ có số hợp quy mới  5.Đối tượng đăng ký 6.Đơn vị đăng ký, địa chỉ 7.Đơn vị ủy quyền, địa chỉ 8. Đơn vị sản xuất: nếu trên giấy để “Báo cáo đánh giá hợp quy của công ty cổ phần BMC VN” thì ĐVSX sẽ là BMC Việt Nam. Nếu để tên công ty Agrishop hay Delta Thụy Sĩ thì ĐVSX sẽ là KCS 9. Xuất xứ: trên nhãn không thể hiện xuất xứ và các từ liên quan gây hiểu lầm về xuất xứ. Ví dụ: sản phẩm của Singapore, nhập khẩu ấn độ,…. Sẽ không được thể hiện trên nhãn. 10. Canh mép: Áp dụng cho nhãn giấy > toàn bộ đều canh mép phải, mép 10mm 11. Đơn vị phân phối, địa chỉ: được thể hiện trên nhãn hoặc không tuỳ vào yêu cầu của khách hàng  12. Màu độc, biểu tượng độc Các lưu ý Đối với mục 9 “Xuất Xứ”: Từ tháng 6/2025 trở đi tất cá các nhãn sẽ bỏ xuất xứ Mục số 12 “Màu độc, biểu tượng độc”: có 3 mức độ độc + 3 GHS: màu vàng   + 4 GHS: màu vàng + 5 GHS: màu xanh dương TRÊN GIẤY HỢP QUY 13. Quy cách + đặc điểm nguyên liệu: kiểm tra trên nhãn đã thể hiện hay chưa?  Đơn vị thể tích thực đối với nguyên liệu nước và khối lượng tịnh đối với nguyên liệu bột 14. Ngày sản xuất, ngày đóng gói, hạn sử dụng, hạn sử dụng: + Cho tất cả các sản phẩm thuốc BVTV là 2 năm + Thuốc côn trùng có thể 2 năm hoặc 3 năm  >  dựa vào giấy đăng ký để xác định  15. Liều lượng, cách dùng, HDATSD 16. Thời gian cách ly 17. Tên chai, kích thước: dựa vào bảng kích thước để check 18. Mã QR 19. Câu nhận biết 20. KIỂM TRA SỞ HỮU TRÍ TUỆ: 3 bước  1. Truy cập trang web https://wipopublish.ipvietnam.gov.vn/ + Tra tên hiệu phải tra từng từ. Ví dụ “Chiến Binh”. Tra “Chiến” xong tới “Binh”+ Nhóm sản phẩm: 5, 9 2. Kiểm tra Google xem có bị trùng thiết kế với công ty khác hay không 3. Kiểm tra thêm tên hiệu trên File Danh mục thuốc bảo vệ thực vật (Search google) >> Nên kiểm tra cả 3 cách, để tránh rủi ro + Cách xử lý khi tên hiệu vi phạm sở hữu trí tuệ: liên hệ khách hàng để đổi tên hiệu mới + Tên hiệu mới cũng cần được kiểm tra lại lần nữa trước khi sửa nhãn QUY TẮC GHI TÊN NHÃN: NHÃN/GÓI -TÊN THƯƠNG MẠI – QUY CÁCH – (ĐẶC ĐIỂM LIỆU) – TÊN HIỆU – (C2) – ĐƠN VỊ PHÂN PHỐI –  ĐƠN VỊ QUẢN LÝ ( MÃ CHAI, KÍCH THƯỚC) Đối với nhãn riêng công ty Phúc Thịnh sẽ có C2 ->  trên nhãn sẽ có câu “Ủy thác bởi PT” +Ví dụ: Nhãn bám dính – 100ml – Thấm sâu NOVA – NOVA – Mai Linh ( chai 100 -03, 171x41mm) - Kích thước, mã chai: theo file đính kèm và luôn được ghi chú phía dưới mỗi nhãn (mã chai được viết lên mép nhãn giấy) - Nhiều sản phẩm có nhiều dòng (Đặc điểm nguyên liệu): phải ghi note lên trên nhãn ( có danh sách đính kèm) + Đặc điểm nguyên liệu  ĐẶC THÙ cũng được ghi lên nhãn sau tên thương mại + Ví dụ: KENBAST 15SL GOLD, GUSSI BASTAR 200SL LONG, ABINSEC 1.8ec gold,…. - Phân biệt tên ĐƠN VỊ PHÂN PHỐI và ĐƠN VỊ QUẢN LÝ + Đơn vị quản lý được hiểu là đơn vị thanh toán và làm việc trực tiếp với cty.  + Trên tất cả các nhãn có thể không có đơn vị phân phối những bắt buộc phải có tên đơn vị phân phối. + Một đơn vị quản lý có thể có nhiều đơn vị phân phối 2.3 TẠO MÃ Quy tắc đặt tên mã trên phần mềm MISA: Đối với nhãn chai: NHAC????-STT Trong đó: - ???? Là thể tích thực trên nhãn – Ví dụ: nhãn 900ml -> mã NHAC900-XXXlưu ý đối với quy cách 1 lít = NHAC01L-XXX tương tự quy cách 4.5 lít = NHAC4.5L-XXX - STT sẽ là số liên tiếp của mã trước Đối với gói: GOI????-STT Trong đó: - ???? Là khối lượng tịnh trên nhãn tính đơn vị là gram – lưu ý mã gói luôn có 4 số nên các quy cách dưới 1000g trước đó là số 0 Ví dụ: gói 50g -> mã GOI0050-XXX - STT sẽ là số liên tiếp của mã trước Bước 1: vào MISA > danh mục > vật tư hàng hoá Bước 2: kiểm tra và đặt tên mã > chọn thêm Bước 3: thêm thông tin các mục -Mã hàng: theo quy tắc đặt tên mã  -Tên hàng: tương tự quy cách ghi tên nhãn khi check nhãn -Nhóm vật tư hàng hoá: chọn đơn vị quản lý của nhãn  -Đơn vị tính: Nhãn, gói, cái,…. -Thuế: áp dụng theo luật thuế hiện hành -Kho ngầm định: kho VTSXBước 4: Kiểm tra lại thông tin > chọn: CẤT 2.4 Lên đơn hàngBước 1: Chọn nhà cung cấp > phân bổ đặt in Đối với nhãn: Nhãn giấy: số lượng in từ 1000 > MỘC ẤN số lượng in từ 2000 > MỘC ẤN HOẶC MEKONG Nhãn decal: decal tờ và decal cuộn Decal tờ > số lượng từ 1000 đến dưới 3000 nhãn > MỘC ẤN Decal cuộn > số lượng từ 3000 nhãn > THỊNH CHINH, ĐỨC ÂN, AP Đối với gói:  MỘC ẤN VÀ TÂN ĐỨC Bước 2: Tạo đơn trên Misa Truy cập MISA > Vào mục “Đơn mua hàng” => chọn “Thêm” NHẬP TÊN NCC, số lượng ĐẶT IN THEO LỆNH IN VÀ Nhập giá > CẤT Lưu ý: nếu khách có nhu cầu đặt túi lớn hơn kích thước chuẩn > phải ghi chú cụ thể mã và số tiền chênh lệch trên diễn giải Ví dụ: đơn hàng BMC ( +- 10% trên phiếu giao hàng)  ( mã GOI0025-123 KH bù tiền chênh lệch in KT lớn hơn (900-580)*5.000 gói*1.08=1.728.000đ) Đơn hàng tối đa khoảng 10 mã vật tư > để không quá tải khi duyệt nhãn trong cùng 1 đơn  Đơn hàng 1 số khách VIP sẽ tạo đơn riêng > để dễ theo dõi. VD: BMCVP, BELL,….. Bước 3: In và Ghi tồn kho + Kế hoạch lên đơn hàng + Bước 1: Chọn in > xuất file excel > căn chỉnh > IN + Bước 2: ghi chú tình trạng nhãn lên đơn + Bước 3: ghi tồn kho nhãn đối với nhãn in tái bản và tái bản có chỉnh sửa  TỒN KHO = TỒN DO KHO VẬT TƯ KIỂM TRA + HÀNG NỢ CỦA NHÃN 3. KINH DOANH + KẾ TOÁN KIỂM TRA ĐƠN HÀNG	Sau khi xong các bước trên > Đơn hàng nhãn riêng sẽ được chuyển qua KD trước 14h thứ 3 và thứ 6 hàng tuần : Kinh doanh kiểm tra nhãn đã đúng thiết kế chưa => CSKH ký nháy + ghi kế hoạch đóng hàng  Sau khi kinh doanh kiểm xong > Kế toán kiểm tra cọc. Trường hợp thiếu cọc cần xác nhận lại với kinh doanh 4. TRÌNH KÝ Tập hợp tất cả các đơn hàng cho chị Phương kiểm tra > sau đó tập hợp trình ký SẾP Lệnh in thứ 4 > trình ký thứ 7  Lệnh in thứ 7 > trình ký thứ 4 5. GỬI ĐƠN HÀNG CHO NHÀ IN Gửi mail đơn hang cho NCCĐưa đơn hàng cho thiết kế để gửi file thiết kế cho nhà in 6. Duyệt IN: Sau khi gửi đơn hàng cho nhà cung cấp sẽ tiến hành duyệt nhãn. Bao gồm duyệt Zalo (lần 1) => Mail (lần 2), so sánh nhãn file mềm với nhãn market. Phân công duyệt nhãn và Cập nhật vào file theo dõi để kiểm soát đơn hàng duyệt in 7. Theo dõi nhãn về: theo dõi dựa thên thông báo lịch giao đơn hàng nhà cung cấp dựa vào Group Lịch nhãn về 8. Kho nhận hàng, kiểm tra Kho vật tư kiểm tra số lượng + nhãn/gói thực tế (nội dung, hình ảnh, màu sắc) nhà cung cấp giao - Đúng => Nhập kho => Kết thúc đơn hàng - Sai => báo vật tư làm việc với NCC",nhan_mang_tui,kiểm_tra|nhập_kho,quy trình làm nhãn riêng gồm những bước chính nào? là gì?,
156_chunk_00,hóa đơn công nợ thanh toán,"Hóa đơn công nợ thanh toán là chứng từ hợp lệ để chứng minh chi phí đầu vào của công ty. Là cơ sở để khấu trừ thuế GTGT. Là căn cứ đối chiếu công nợ khi kết thúc kỳ. Một hóa đơn hợp lệ phải đúng số lượng, giá tiền, tên hàng và có ký xác nhận. Việc nhận hóa đơn GTGT được thực hiện trên phần mềm Misa Amis để ghi nhận công nợ nhà cung cấp và phục vụ quá trình chốt công nợ.",quy_trinh_mua_hang_misa,,hóa đơn công nợ thanh toán là gì?,
157_chunk_00,các trường hợp nhận hóa đơn trên misa gồm những gì?,Có 2 trường hợp nhận hóa đơn trên MISA: Trường hợp 1: Mỗi hóa đơn tương ứng với 1 phiếu nhập. Trường hợp 2: Nhiều phiếu nhập tương ứng với 1 hóa đơn.,quy_trinh_mua_hang_misa,,các trường hợp nhận hóa đơn trên misa gồm những gì? là gì?,
158_chunk_00,trường hợp 1: mỗi hoá đơn tương ứng với 1 phiếu nhập,"Trường hợp 1: mỗi hoá đơn tương ứng với 1 phiếu nhập B1: Đăng nhập phần mềm Misa Amis  Chọn mua hàng B2: Tìm tên nhà cung cấp trên hoá đơn > và lựa chọn giá trị phiếu nhập đúng bằng giá trị trước thuế của hoá đơn đó Vd: Nhận hoá đơn cho phiếu phập của Tân đức trị giá Cách nhận hóa đơn trên phần mềm: B3: Nhấp chọn phiếu nhập chưa nhận hóa đơn có giá trị tương ứng với hóa đơn Trong ví dụ này, chọn phiếu nhập có giá trị nhập kho là 13.660.300đ Cách nhận hóa đơn trên phần mềm: B4: Nhấp nhận hóa đơn Cách nhận hóa đơn trên phần mềm: B5: Nhập ký hiệu hóa đơn, số hóa đơn, ngày hóa đơn > Kiểm tra thuế và chỉnh thuế nếu chưa khớp với hóa đơn   Cất",quy_trinh_mua_hang_misa,kiểm_tra|mua_hàng|nhập_kho,trường hợp 1: mỗi hoá đơn tương ứng với 1 phiếu nhập là gì?,buoc-1-hoa-don-truong-hop-1.jpg|buoc-2-hoa-don-truong-hop-2.jpg|buoc-3-hoa-don-truong-hop-3.jpg|buoc-4-hoa-don-truong-hop-4.jpg|buoc-5-hoa-don-truong-hop-5.jpg
159_chunk_00,trường hợp 2: nhiều phiếu nhập tương ứng với 1 hoá đơn,"Trường hợp 2: nhiều phiếu nhập tương ứng với 1 hoá đơn Cách nhận hóa đơn trên phần mềm: B1: Kiểm tra các phiếu nhập nào tương ứng với hoá đơn đó: tên hàng, số lượng, đơn giá B2: Chọn tab mua hàng > Nhận hoá đơn > chọn Thêm B3: chọn Tên nhà cung cấp theo hoá đơn > chọn các số phiếu nhập tương ứng với hoá đơn như đã tìm B4: Nhập các thông tin trên hoá đơn như trường hợp 1 > hoàn tất xong chọn Cất",quy_trinh_mua_hang_misa,kiểm_tra|mua_hàng,trường hợp 2: nhiều phiếu nhập tương ứng với 1 hoá đơn là gì?,buoc-1-truong-hop-2-nhieu-phieu-nhap-tuong-ung-voi-1-hoa-don.jpg|buoc-2-truong-hop-2-nhieu-phieu-nhap-tuong-ung-voi-1-hoa-don.jpg|buoc-3-truong-hop-2-nhieu-phieu-nhap-tuong-ung-voi-1-hoa-don.jpg|buoc-4-truong-hop-2-nhieu-phieu-nhap-tuong-ung-voi-1-hoa-don.jpg
160_chunk_00,công nợ phải trả?,"Công nợ 1. Khái quát a) Khái niệm: Công nợ phải trả là số tiền mà công ty phải thanh toán cho nhà cung cấp sau khi nhận hàng hóa hoặc dịch vụ. b) Phân loại công nợ theo thời gian thanh toán: thời hạn công nợ tùy vào thỏa thuận hai bên, hiện tại đang có: Công nợ 30 ngày Công nợ phải trả trong vòng 30 ngày kể từ ngày nhận hàng hóa hoặc dịch vụ theo thỏa thuận giữa công ty và nhà cung cấp Công nợ 60 ngày Công nợ phải trả trong vòng 60 ngày kể từ ngày nhận hàng hóa hoặc dịch vụ theo thỏa thuận giữa công ty và nhà cung cấp Công nợ 90 ngày Công nợ phải trả trong vòng 90 ngày kể từ ngày nhận hàng hóa hoặc dịch vụ theo thỏa thuận giữa công ty và nhà cung cấp c) Mục tiêu: Đảm bảo ghi nhận các mặt hàng đã mua/bán trong tháng đó, giá cả, số lượng giữa BMC và nhà cung cấp là khớp nhau. => Đối chiếu công nợ hàng tháng với nhà cung cấp d) Quy trình Bước 1 Mỗi đầu tháng yêu cầu nhà cung cấp gửi đối chiếu công nợ của tháng trước Bước 2 Thực hiện đối chiếu công nợ chi tiết từng hóa đơn * Bước 3 Sau khi công nợ hai bên đã khớp nhau thì trình ký Bước 4 Scan và chuyển kế toán lưu trữ *: Sau khi đối chiếu có các trường hợp có thể xảy ra: Tất cả hóa đơn đều khớp mặt hàng, số lượng, giá, thuế  Bước 3 Có sự khác về mặt hàng, số lượng, giá  yêu cầu nhà cung cấp xem và chỉnh sửa Có sự chênh lệch các khoản như phát sinh, đầu kỳ, cuối kỳ  Xem mục 2, B4 2. Cách đối chiếu công nợ B1: Đăng nhập Misa Amis và chọn mục báo cáo B2: Chọn Mua hàng  Báo cáo công nợ nhà cung cấp  Tổng hợp công nợ phải trả nhà cung cấp B3: Bấm chọn tham số ở góc trên bên phải  chọn kỳ báo cáo, nhà cung cấp  Tick vào ô tên nhà cung cấp  Bấm xem báo cáo B4: Đối chiếu đầu kỳ, phát sinh, thanh toán, cuối kỳ giữa ghi nhận của BMC và nhà cung cấp xem có khớp nhau không Các trường hợp chênh lệch có thể xảy ra",quy_trinh_mua_hang_misa,kiểm_tra|mua_hàng,công nợ phải trả? là gì?,buoc-1-doi-chieu-cong-no.jpg|buoc-2-doi-chieu-cong-no.jpg|buoc-3-doi-chieu-cong-no.jpg|buoc-4-doi-chieu-cong-no.jpg|buoc-5-doi-chieu-cong-no.jpg|buoc-6-doi-chieu-cong-no.jpg
160_chunk_01,công nợ phải trả?,"ham số ở góc trên bên phải  chọn kỳ báo cáo, nhà cung cấp  Tick vào ô tên nhà cung cấp  Bấm xem báo cáo B4: Đối chiếu đầu kỳ, phát sinh, thanh toán, cuối kỳ giữa ghi nhận của BMC và nhà cung cấp xem có khớp nhau không Các trường hợp chênh lệch có thể xảy ra: Giả sử bạn đang đối chiếu công nợ tháng 4,2025 Lệch đầu kỳ và phát sinh Hóa đơn tháng 3 nhà cung cấp xuất sang tháng 4  Tính số tiền chênh lệch và tìm hóa đơn xuất lệch Lệch cuối kỳ và phát sinh Hóa đơn tháng 4 nhà cung cấp xuất sang tháng 5  Tính số tiền chênh lệch và tìm hóa đơn xuất lệch Lệch thanh toán và phát sinh Do nhà cung cấp bù hàng lỗi, xuất trả hàng  tính số tiền chênh lệch và tìm phiếu bù lỗi hoặc xuất trả. B5: Bấm vào tên nhà cung cấp để hiển thị báo cáo chi tiết  Kiểm tra từng hóa đơn trong báo cáo với ĐCCN của nhà cung cấp Các mục cần đối chiếu: Số hóa đơn, Tên mặt hàng, Số lượng, Giá, VAT B6: Ghi chi tiết lệch và ký nháy xác nhận",quy_trinh_mua_hang_misa,kiểm_tra|mua_hàng,công nợ phải trả? là gì?,buoc-1-doi-chieu-cong-no.jpg|buoc-2-doi-chieu-cong-no.jpg|buoc-3-doi-chieu-cong-no.jpg|buoc-4-doi-chieu-cong-no.jpg|buoc-5-doi-chieu-cong-no.jpg|buoc-6-doi-chieu-cong-no.jpg
161_chunk_00,nhiệm vụ là chuẩn bị đầy đủ bộ hồ sơ thanh toán cho nhà cung cấp,"Nhiệm vụ là chuẩn bị đầy đủ bộ hồ sơ thanh toán cho nhà cung cấp. Gồm 2 loại thanh toán: - Thanh toán theo công nợ tháng Ví dụ tháng 7 sẽ thanh toán cho công nợ tháng 4 cho nhà cung cấp Mộc Ấn (công nợ 90 ngày). - Thanh toán tuần: thanh toán các hóa đơn phát sinh trong tuần qua, do nhà cung cấp không áp dụng công nợ. 1. Thanh toán theo công nợ Bộ thanh toán bao gồm: 1. Giấy đề nghị thanh toán => Tự in từ file mẫu có sẵn 2. Đối chiếu công nợ => Yêu cầu nhà cung cấp gửi 3. Đơn mua hàng => In từ file lưu trong google drive Phuong – VT  PDF  Nhập số DMH cần in  in 4. Hóa đơn => nhà cung cấp gửi qua email. Truy cập email Vật tư để in",quy_trinh_mua_hang_misa,mua_hàng,nhiệm vụ là chuẩn bị đầy đủ bộ hồ sơ thanh toán cho nhà cung cấp là gì?,1-giay-de-nghi-thanh-toan.jpg|2-doi-chieu-cong-no.jpg|3-don-mua-hang.jpg|4-hoa-don.jpg
162_chunk_00,nhận hóa đơn gtgt trên misa là gì và khi nào cần thực hiện?,Nhận hóa đơn GTGT trên MISA là thao tác ghi nhận hóa đơn nhà cung cấp gửi để công ty hạch toán chi phí và công nợ. Thực hiện khi nhà cung cấp gửi hóa đơn cho các phiếu nhập hàng. Có 2 trường hợp: (1) Một hóa đơn – một phiếu nhập; (2) Một hóa đơn – nhiều phiếu nhập.,quy_trinh_mua_hang_misa,,nhận hóa đơn gtgt trên misa là gì và khi nào cần thực hiện? là gì?,
163_chunk_00,đối chiếu công nợ với nhà cung cấp gồm những nội dung gì và thực hiện ra sao?,"Đối chiếu công nợ là so khớp đầu kỳ – phát sinh – thanh toán – cuối kỳ giữa BMC và nhà cung cấp. Thực hiện hằng tháng: yêu cầu nhà cung cấp gửi ĐCCN, so từng hóa đơn, xử lý lệch, ký nháy xác nhận, sau đó trình ký và lưu trữ.",khac,,đối chiếu công nợ với nhà cung cấp gồm những nội dung gì và thực hiện ra sao? là gì?,
164_chunk_00,hồ sơ thanh toán nhà cung cấp bao gồm những giấy tờ nào và quy trình lập ra sao?,Hồ sơ thanh toán có hai loại: thanh toán theo công nợ tháng và thanh toán tuần. Bộ hồ sơ gồm: (1) Giấy đề nghị thanh toán; (2) Đối chiếu công nợ nhà cung cấp; (3) Đơn mua hàng; (4) Hóa đơn nhà cung cấp. Tất cả in và tập hợp đủ trước khi trình ký.,quy_trinh_mua_hang_misa,mua_hàng,hồ sơ thanh toán nhà cung cấp bao gồm những giấy tờ nào và quy trình lập ra sao? là gì?,
